community,size,direct_ratio,p2p_ratio,influence,log_influence,radius,rich_club,clustering,betweenness,tier1_ratio,tier2_ratio,organization
14,4,0.1111111111111111,0.1111111111111111,0.1163419451035988,0.1100644290334123,147.24993066713125,0.20923076923076922,1.0,0.0,0.0,0.0,AFRINIC
15,8,0.0,0.0,0.2757330194030911,0.2435272394029659,143.91474171947922,0.06422351233671988,0.0,0.0,0.0,0.0,AFRINIC
16,29,0.0597014925373134,0.1641791044776119,0.7825188328703871,0.578031953843205,135.55558591083536,0.6212121212121212,1.0,0.0,0.0,0.0,RIPE
17,9,0.2083333333333333,0.0,0.243109561125733,0.2176224255224913,144.56209395719932,0.20923076923076922,1.0,0.0,0.0,0.0,APNIC
18,3,0.0,0.0,0.029975965317272,0.0295432814478786,149.26212598008712,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
19,10,0.1851851851851851,0.4074074074074074,5.4950281815541736e-05,6.299668679508066e-05,149.99882798446234,0.20923076923076922,1.0,0.0,0.0,0.0,ARIN
20,7,0.0625,0.0625,0.1698692757235313,0.1568988921267912,146.07955381648847,0.3362573099415205,1.0,0.0,0.0,0.0,RIPE
21,5,0.0,0.0,0.090459098577291,0.0866061796276521,147.83614411440337,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
22,10,0.0,0.0588235294117647,0.2074191023455263,0.1884917740702458,145.29005874748367,0.20923076923076922,1.0,0.0,0.0,0.0,RIPE
23,395,0.0057388809182209,0.2439024390243902,6.035657652957821,1.9509923131466569,101.24578677477696,0.6212121212121212,1.0,0.0,0.0,0.0,RIPE
24,2,0.3333333333333333,0.0,8.190345692182802e-06,1.6238603157840062e-05,149.99999645261707,0.10512820512820513,1.0,0.0,0.0,0.0,APNIC
25,2,0.0,0.0,0.0262983986701346,0.0259663834966753,149.35151140873722,0.05172413793103448,0.0,0.0,0.0,0.0,APNIC
26,4,0.1111111111111111,0.1111111111111111,0.0862557659668162,0.0827441149905948,147.9326557587855,0.4714285714285714,1.0,0.0,0.0,0.0,APNIC
27,21,0.0961538461538461,0.1538461538461538,0.518785638319126,0.4179163926039255,139.55681777995068,0.5705128205128205,1.0,0.0,0.0,0.0,RIPE
28,538,0.0931892726220335,0.880860505498746,6.571288440866489,2.0243643195293743,99.41224599980671,0.9523809523809523,1.0,0.0,0.0,0.0,AFRINIC
29,6,0.0909090909090909,0.0,0.1278868659223465,0.1203529876648807,146.99282318572932,0.3362573099415205,1.0,0.0,0.0,0.0,APNIC
30,4,0.0,0.0,8.423333948021199e-06,1.6471587603125505e-05,149.9999906304173,0.06422351233671988,0.0,0.0,0.0,0.0,APNIC
31,11773,0.0864193619919536,0.7317134982735135,194.0701772044501,5.273359418180043,18.2209949389994,1.0,0.35833333333333334,0.0093214357733414,0.0004247005860868088,0.0004247005860868088,LACNIC
32,10,0.0,0.0,0.1999058955936986,0.1822498408749388,145.44604247469073,0.20923076923076922,1.0,0.0,0.0,0.0,RIPE
33,2,0.0,0.5,3.032926277445868e-05,3.8376915683669385e-05,149.99944322393074,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
34,4,0.0,0.1666666666666666,0.0533166802264581,0.0519515698616834,148.70215069074186,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
35,1922,0.2658844365729466,0.1206553021917201,33.11775729993585,3.5298182265843208,61.79147944988662,1.0,0.8214285714285714,0.00053942327082073,0.0005202913631633715,0.0,APNIC
36,6,0.2,0.0,0.1729971333053663,0.1595689871336009,146.01282907623136,0.20923076923076922,1.0,0.0,0.0,0.0,RIPE
37,45,0.0363636363636363,0.009090909090909,1.1982680433040025,0.7876734585086229,130.316718039005,0.8055555555555556,1.0,0.0,0.0,0.0,APNIC
38,4,0.0,0.3333333333333333,0.0712554151700973,0.0688387589343378,148.2801457427262,0.3362573099415205,1.0,0.0,0.0,0.0,APNIC
39,2,0.3333333333333333,0.0,8.506468966340856e-06,1.6554721248740383e-05,149.99998855293657,0.10512820512820513,1.0,0.0,0.0,0.0,ARIN
40,5,0.125,0.0,0.1080278822068006,0.1025890161351471,147.43673862066075,0.10512820512820513,1.0,0.0,0.0,0.0,ARIN
41,2,0.0,0.0,9.08140242865433e-06,1.712964502808115e-05,149.9999741857924,0.10512820512820513,1.0,0.0,0.0,0.0,ARIN
42,4,0.0,0.1428571428571428,0.0527297552123162,0.0513942027176811,148.716079100711,0.10512820512820513,1.0,0.0,0.0,0.0,LACNIC
43,17,0.0,0.0,0.2246714714461902,0.2026791933083201,144.93552010329125,0.10512820512820513,0.0,0.0,0.0,0.0,APNIC
44,5,0.0,0.0,0.1213082443081542,0.1145032565650512,147.13900591975735,0.05172413793103448,0.0,0.0,0.0,0.0,APNIC
45,4,0.0,0.0,0.1126860168850144,0.1067841605412735,147.33190342935632,0.10512820512820513,0.0,0.0,0.0,0.0,RIPE
46,2,0.0,0.0,0.044899672784403,0.0439285764207269,148.90264249049693,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
47,3,0.0,0.0,0.1031336065009769,0.098162158943095,147.54736423343545,0.05172413793103448,0.0,0.0,0.0,0.0,RIPE
48,3,0.2,0.2,0.0294386665491137,0.0290214879513792,149.27516541704833,0.10512820512820513,1.0,0.0,0.0,0.0,RIPE
49,11,0.0,0.0434782608695652,0.1695527975353239,0.1566283329864035,146.08631499476883,0.10512820512820513,0.0,0.0,0.0,0.0,RIPE
50,2,0.0,0.0,0.0262566408256168,0.0259256951679878,149.35252819583891,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
51,2,0.0,0.0,8.213824081782415e-06,1.6262081165988164e-05,149.99999586590988,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
52,2,0.0,0.0,8.140864414934133e-06,1.6189122682818447e-05,149.99999768911684,0.06422351233671988,0.0,0.0,0.0,0.0,APNIC
53,3,0.0,0.0,0.0512127055033423,0.0499521116018857,148.7521164532708,0.05172413793103448,0.0,0.0,0.0,0.0,APNIC
54,2,0.0,0.0,0.04495171185111,0.0439783777283987,148.90139797323803,0.05172413793103448,0.0,0.0,0.0,0.0,RIPE
55,2,0.0,0.0,0.0262983986701346,0.0259663834966753,149.35151140873722,0.05172413793103448,0.0,0.0,0.0,0.0,RIPE
56,3,0.0,0.0,8.048389312538502e-06,1.6096649073379005e-05,150.0,0.06422351233671988,0.0,0.0,0.0,0.0,APNIC
57,2,0.0,0.0,0.0260855548617936,0.0257589738261564,149.3566945038544,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
58,3,0.0,0.0,0.0511964557815362,0.0499366535286494,148.75250274511393,0.06422351233671988,0.0,0.0,0.0,0.0,RIPE
