source,target,count
0,2,14
0,7,16
0,8,17
0,13,1
1,2,2
1,7,2
1,8,1
2,3,1
2,4,1671
2,5,3
2,6,3
2,7,8683
2,8,16682
2,9,13
2,10,6
2,11,1
2,12,2
2,13,10603
2,15,1136
4,5,2
4,7,5844
4,8,15638
4,13,1268
4,15,31
5,7,7
5,8,3
5,13,1
6,7,2
6,8,3
7,8,79796
7,9,2
7,10,7
7,11,1
7,13,11691
7,14,2
7,15,650
7,16,1
7,18,3
8,10,2
8,13,27483
8,14,1
8,15,390
8,24,1
9,13,1
10,13,1
12,13,1
13,15,772
