source,target,count
0,3,7181
0,4,48728
0,5,2197
0,7,3
0,8,2009
0,11,13
0,12,3
0,14,8517
0,18,2
0,24,1
0,26,20
1,3,1
2,3,1
2,14,1
3,4,15334
3,5,5032
3,6,3
3,7,2
3,8,1252
3,9,2
3,10,3
3,11,1
3,12,6
3,13,1
3,14,8311
3,26,5
3,28,1
4,5,5641
4,6,1
4,7,20
4,8,13379
4,9,3
4,11,1
4,14,55319
4,18,15
4,25,1
4,26,6
5,6,1
5,8,208
5,14,3319
5,18,16
7,8,3
7,14,1
8,14,6190
8,18,4
10,14,1
11,14,14
13,14,1
14,15,1
14,18,28
14,24,1
14,28,1
