source,target,count
0,2,11206
0,3,1
0,5,1
0,6,2
0,7,1
0,8,1
0,10,2
0,13,10137
0,15,26514
0,16,1
0,17,1
0,21,1778
0,22,20
0,23,16
1,2,2
1,13,1
1,15,2
2,3,13
2,4,1
2,5,8
2,6,24
2,7,2
2,8,3
2,9,2
2,10,4
2,11,1
2,12,1
2,13,6925
2,14,1
2,15,16776
2,16,2
2,17,4
2,21,1819
2,22,1
2,23,1
5,13,16
5,15,9
5,21,1
6,13,9
6,15,26
6,21,2
7,15,1
8,13,6
8,15,2
9,15,3
11,15,1
12,15,1
13,15,41440
13,21,5712
13,22,4
13,23,11
14,15,1
15,16,2
15,18,1
15,21,12084
15,22,32
15,23,2
15,27,1
21,22,1
