community,size,direct_ratio,p2p_ratio,influence,log_influence,radius,rich_club,clustering,betweenness,tier1_ratio,tier2_ratio,organization
0,14153,0.0729792700577057,0.8646139922435684,261.7390144430672,5.571260573805233,0.0,0.0,0.34285714285714286,0.14960474308300395,0.0,0.0,RIPE
1,2348,0.0357047931248338,0.9139844827804428,48.821404625065256,3.908968657071418,45.16805842050363,1.0,0.7777777777777778,0.005665349143610013,0.0,0.0,RIPE
2,16440,0.0904751282623243,0.7200981485612313,250.109521687932,5.525993162244191,1.2300132542012177,1.0,0.5818181818181818,0.04940711462450592,6.082725060827251e-05,0.0,LACNIC
3,15,0.0476190476190476,0.0476190476190476,0.3104198630976071,0.2900773083498486,143.50114553415875,0.532051282051282,1.0,0.0,0.0,0.0,RIPE
4,10503,0.6576696953500801,0.2262660342063067,136.018588960467,4.920307149300457,17.68780922957883,1.0,0.4065934065934066,0.0675889328063241,0.001999428734647244,0.00028563267637817766,ARIN
5,493,0.0501760563380281,0.0607394366197183,8.080369187803477,2.208986262705613,91.36024845016732,1.0,1.0,0.0,0.0,0.0,LACNIC
6,8564,0.070198564392623,0.7360783232872773,144.59068198690971,4.980978465189056,16.039238654869177,1.0,0.75,0.013570487483530957,0.00011676786548341896,0.00011676786548341896,APNIC
7,5452,0.3575538919455218,0.6044917470911879,88.33748234743838,4.492713365382252,29.306455038920387,1.0,0.48717948717948717,0.07779973649538865,0.0025678650036683784,0.0020176082171680116,RIPE
8,189,0.0376569037656903,0.1338912133891213,1.8809610814989943,1.0671463985055596,122.38650152512992,0.6818181818181818,1.0,0.0,0.0,0.0,ARIN
9,6,0.2,0.0,0.1936781541299558,0.1986779749945395,145.98466265111577,0.4238095238095238,1.0,0.0,0.0,0.0,RIPE
10,8,0.0909090909090909,0.0,0.2369793618457314,0.2335613434021296,145.03680625701512,0.3006535947712418,0.0,0.0,0.0,0.0,ARIN
11,38,0.1089108910891089,0.0693069306930693,1.4355129473212056,0.9008212513673594,126.9059146842207,0.875,1.0,0.0,0.0,0.0,RIPE
12,9,0.0476190476190476,0.0476190476190476,0.342823123067364,0.3140323851705106,142.85023440452437,0.532051282051282,1.0,0.0,0.0,0.0,RIPE
13,2,0.0,0.0,0.0261109459253929,0.0509040158867523,150.0,0.16666666666666666,0.0,0.0,0.0,0.0,RIPE
14,3,0.0,0.0,0.101666042167014,0.1202484279377024,148.11576268697314,0.3006535947712418,0.0,0.0,0.0,0.0,AFRINIC
15,385,0.0015625,0.2546875,5.369533737886959,1.855617240553723,100.9620473134585,0.6818181818181818,1.0,0.0,0.0,0.0,RIPE
16,3,0.0,0.0,0.05084760702105,0.0741409136328424,149.36860334557306,0.16666666666666666,0.0,0.0,0.0,0.0,APNIC
17,2,0.0,0.0,0.0261109459253929,0.0509040158867523,150.0,0.16666666666666666,0.0,0.0,0.0,0.0,RIPE
18,4,0.1428571428571428,0.1428571428571428,0.1003461660817294,0.1190774082676036,148.14758181834117,0.4238095238095238,1.0,0.0,0.0,0.0,APNIC
19,4,0.0,0.0,0.0718550182619795,0.0934593445990332,148.84367988917566,0.16666666666666666,0.0,0.0,0.0,0.0,APNIC
20,5,0.0,0.0,0.1204440490382412,0.1367617898615574,147.667059009486,0.16666666666666666,0.0,0.0,0.0,0.0,APNIC
21,2,0.0,0.0,0.0261109459253929,0.0509040158867523,150.0,0.16666666666666666,0.0,0.0,0.0,0.0,APNIC
22,3,0.0,0.0,0.0508306954660535,0.0741252104400564,149.3690300352068,0.3006535947712418,0.0,0.0,0.0,0.0,RIPE
23,171,0.0316091954022988,0.0804597701149425,4.328875556663721,1.678028183371627,105.78752521471904,0.9464285714285714,1.0,0.0,0.0,0.0,RIPE
