source,target,count
0,1,10467
0,2,30702
0,3,2
0,4,13588
0,5,85
0,6,23451
0,7,20995
0,9,3
0,11,12
0,12,2
0,14,1
0,15,46
0,18,1
0,22,1
0,23,53
1,2,2311
1,4,1479
1,5,4
1,6,2443
1,7,5610
1,11,6
1,15,3
1,23,10
2,3,1
2,4,11225
2,5,149
2,6,9026
2,7,11951
2,8,2
2,11,7
2,18,1
2,23,2
3,4,4
3,7,3
4,5,182
4,6,6105
4,7,4651
4,8,16
4,9,2
4,10,1
4,11,25
4,12,1
4,15,2
4,23,37
5,6,7
5,7,92
6,7,3406
6,8,2
6,15,1
6,23,8
7,8,1
7,11,6
7,12,7
7,15,4
7,18,1
7,23,27
