community,size,direct_ratio,p2p_ratio,influence,log_influence,radius,rich_club,clustering,betweenness,tier1_ratio,tier2_ratio,organization
12,9,0.2352941176470588,0.0588235294117647,0.1871831309567737,0.1715885207584414,145.50565759101593,0.27717391304347827,1.0,0.0,0.0,0.0,RIPE
13,20360,0.0876955883950885,0.6839685428664566,282.8672291870229,5.648506647467004,2.040960840101591,1.0,0.2644927536231884,0.07156448202959834,4.911591355599214e-05,9.823182711198428e-05,LACNIC
14,55,0.072463768115942,0.2246376811594203,1.2054444462466103,0.7909318164900211,129.282318835313,0.6590909090909091,1.0,0.0,0.0,0.0,RIPE
15,3,0.0,0.0,0.0636172431970409,0.0616813256257068,148.384612882235,0.09696969696969697,0.0,0.0,0.0,0.0,RIPE
16,15,0.03125,0.03125,0.3306610045284369,0.2856803973439457,142.51708699393842,0.6089743589743589,1.0,0.0,0.0,0.0,APNIC
17,192,0.0,0.1515151515151515,1.5879099414935298,0.9508529338824016,125.09327783086891,0.15294117647058825,1.0,0.0,0.0,0.0,ARIN
18,7,0.0,0.0,0.1385645449899565,0.1297736537887869,146.60097380182927,0.09696969696969697,0.0,0.0,0.0,0.0,RIPE
19,4,0.0,0.0,0.1044603504675388,0.0993623663073513,147.39757985570705,0.09696969696969697,0.0,0.0,0.0,0.0,RIPE
20,3405,0.0424038126235034,0.9042892014413576,57.15997988523957,4.063197592222051,43.567212941276736,1.0,0.6060606060606061,0.026955602536997886,0.0,0.0,RIPE
21,3,0.0,0.0,0.065776731494488,0.0637095803264307,148.33148392561358,0.27717391304347827,1.0,0.0,0.0,0.0,ARIN
22,4,0.0,0.25,0.0541142234951765,0.0527066006345183,148.61970060301084,0.09696969696969697,0.0,0.0,0.0,0.0,RIPE
23,8,0.0909090909090909,0.0,0.2506380252616897,0.2236587172150194,144.1417089667021,0.09696969696969697,0.0,0.0,0.0,0.0,ARIN
24,6,0.0,0.1333333333333333,0.1301444179775334,0.1223508238475319,146.79541053101144,0.15294117647058825,1.0,0.0,0.0,0.0,APNIC
25,22,0.0864197530864197,0.4320987654320987,0.4220391507681229,0.3520961513975533,140.77736480084616,0.48333333333333334,1.0,0.0,0.0,0.0,RIPE
26,3,0.2,0.5,2.400522726997485e-05,3.010278942721717e-05,149.99953094087783,0.27717391304347827,1.0,0.0,0.0,0.0,APNIC
27,22,0.0256410256410256,0.0,0.2325945795590552,0.2091263092572824,144.5223769724096,0.3605263157894737,1.0,0.0,0.0,0.0,RIPE
28,4,0.0,0.0,0.0714795376530663,0.0690461300257862,148.19169609848126,0.09696969696969697,0.0,0.0,0.0,0.0,RIPE
29,4,0.3636363636363636,0.0,0.0714138927209393,0.0689848628086595,148.19330095773284,0.1870967741935484,1.0,0.0,0.0,0.0,RIPE
30,5,0.1,0.4,0.0324087937636262,0.0319006131857189,149.16470138828626,0.1870967741935484,1.0,0.0,0.0,0.0,RIPE
31,510,0.0012690355329949,0.2423857868020304,6.4811985419729785,2.012393827146297,97.28682923742925,0.4485294117647059,1.0,0.0,0.0,0.0,RIPE
32,6940,0.4853813084492981,0.5585053279273039,92.24123652074256,4.535190141178256,31.2036416155562,1.0,0.33157894736842103,0.027299154334038057,0.0020172910662824206,0.001585014409221902,RIPE
33,134,0.0124481327800829,0.0207468879668049,2.918546932399229,1.3657224607647425,114.22601096866748,0.6590909090909091,1.0,0.0,0.0,0.0,APNIC
34,5,0.1428571428571428,0.0,7.236265135909395e-06,1.333419148579686e-05,149.9999701845844,0.15294117647058825,1.0,0.0,0.0,0.0,ARIN
35,3,0.0,0.0,0.0635870855127099,0.0616529714981583,148.38535560217645,0.09696969696969697,0.0,0.0,0.0,0.0,ARIN
36,19,0.0,0.0,0.4574868831138387,0.3767178235390379,140.13241436602902,0.09696969696969697,0.0,0.0,0.0,0.0,AFRINIC
37,27,0.1020408163265306,0.0408163265306122,0.5279846241378401,0.4239536188365563,138.89510007880244,0.3605263157894737,1.0,0.0,0.0,0.0,RIPE
38,33,0.0674157303370786,0.2921348314606741,0.7540309561877954,0.561920019270206,135.28115016351973,0.48333333333333334,1.0,0.0,0.0,0.0,AFRINIC
39,2,0.0,0.0,8.262403802465296e-06,1.4360315943397044e-05,149.99994330584883,0.15294117647058825,1.0,0.0,0.0,0.0,RIPE
40,45,0.0,0.0,0.3965206913649225,0.3339882894487249,141.25168975206782,0.1870967741935484,1.0,0.0,0.0,0.0,RIPE
41,25,0.0681818181818181,0.0227272727272727,0.3945494253195133,0.3325757432373867,141.28869058157957,0.3605263157894737,1.0,0.0,0.0,0.0,APNIC
42,24,0.0,0.0,0.4296852949053376,0.3574586118352295,140.6368982569374,0.1870967741935484,1.0,0.0,0.0,0.0,RIPE
43,2,0.25,0.5,6.098015250707595e-06,1.219595613053477e-05,150.0,0.1870967741935484,1.0,0.0,0.0,0.0,RIPE
44,3,0.0,0.0,7.153075470331104e-06,1.3251002926217656e-05,149.99997236366053,0.09696969696969697,0.0,0.0,0.0,0.0,RIPE
