community,size,direct_ratio,p2p_ratio,influence,log_influence,radius,rich_club,clustering,betweenness,tier1_ratio,tier2_ratio,organization
0,10952,0.7181926862420779,0.2420287244321438,142.13078251343447,4.96375883253204,18.59682309949435,1.0,0.47435897435897434,0.07100877192982456,0.002282688093498904,0.0003652300949598247,ARIN
1,112,0.0408163265306122,0.5510204081632653,1.047835304959428,0.7167872842905273,131.02520919741033,0.5833333333333334,1.0,0.0,0.0,0.0,ARIN
2,8329,0.0869304898215202,0.7085590465872156,142.89367008130753,4.969074681505491,18.45609874708545,1.0,0.6363636363636364,0.031973684210526314,0.00012006243246488174,0.00024012486492976348,APNIC
3,3075,0.0382383150391664,0.8944424507171231,61.90223659010503,4.141581851099068,40.36198683072751,1.0,0.7333333333333333,0.011798245614035087,0.0,0.0,RIPE
4,16262,0.0682036842240295,0.865144829001719,287.94952556522907,5.666252049169054,0.0,1.0,0.4230769230769231,0.12276315789473685,0.00012298610257040955,0.00018447915385561432,RIPE
5,381,0.046078431372549,0.034313725490196,8.921367943995095,2.294691634553084,89.25397586048011,0.9285714285714286,1.0,0.0,0.0,0.0,APNIC
6,15678,0.1025404261069321,0.7358227106887077,258.6153503491895,5.559201145391696,2.833915934048364,1.0,0.47435897435897434,0.12166666666666667,0.0003827018752391887,0.0004464855211123868,LACNIC
7,811,0.0861036710256814,0.8493776587364109,13.057343551704072,2.6431455143495226,80.02949510046845,0.9285714285714286,1.0,0.0,0.0,0.0,AFRINIC
8,5,0.0,0.1666666666666666,0.1060450556297322,0.1007980417052491,147.3320470490121,0.44505494505494503,1.0,0.0,0.0,0.0,LACNIC
9,4,0.0,0.0,0.0991969107114102,0.0945872800847529,147.49646206745513,0.44505494505494503,1.0,0.0,0.0,0.0,LACNIC
10,15,0.2413793103448276,0.1724137931034483,0.4737741963309462,0.3878321460156238,139.7335075400676,0.5833333333333334,1.0,0.0,0.0,0.0,RIPE
11,33,0.0259740259740259,0.0389610389610389,0.7367332679414224,0.5520106304062655,135.38727592010665,0.7444444444444445,1.0,0.0,0.0,0.0,RIPE
12,2971,0.2048858513886869,0.1291260724152973,51.776921396055066,3.966074155510411,45.00813214596212,1.0,0.8928571428571429,0.0013157894736842105,0.0003365870077415012,0.0003365870077415012,APNIC
13,2,0.0,0.5,3.0205244143146946e-05,3.83914561985452e-05,149.9994171344043,0.3088235294117647,0.0,0.0,0.0,0.0,RIPE
14,96,0.0329670329670329,0.0604395604395604,2.6801754463566034,1.3029626512906465,115.50762219839582,0.8333333333333334,1.0,0.0,0.0,0.0,RIPE
15,2,0.0,0.0,8.345502075003735e-06,1.6532314432214217e-05,149.9999958027571,0.3088235294117647,0.0,0.0,0.0,0.0,RIPE
16,2,0.0,0.0,8.186949016732292e-06,1.6373763982634243e-05,150.0,0.3088235294117647,0.0,0.0,0.0,0.0,RIPE
17,3,0.0,0.0,0.0511420374209939,0.0498850163809186,148.6798472882077,0.2,0.0,0.0,0.0,0.0,APNIC
18,2,0.0,0.0,0.044889356895532,0.0439188364422347,148.83778759321248,0.2,0.0,0.0,0.0,0.0,RIPE
19,2,0.0,0.0,0.0262619116403606,0.0259309660890753,149.31397331995265,0.2,0.0,0.0,0.0,0.0,RIPE
20,5,0.0,0.0,0.1211399399571947,0.1143532735462791,146.973204795948,0.2,0.0,0.0,0.0,0.0,APNIC
