source,target,count
0,1,16457
0,2,30797
0,3,20220
0,4,23
0,5,2
0,6,11
0,7,5
0,10,13213
0,13,6
0,15,42765
1,2,7274
1,3,6770
1,4,11
1,5,16
1,6,16
1,7,7
1,8,1
1,10,1220
1,11,2
1,12,5
1,13,6
1,15,4099
2,3,6838
2,4,2
2,6,1
2,10,2740
2,11,2
2,15,3321
3,4,2
3,5,4
3,7,2
3,10,2609
3,12,2
3,13,10
3,15,4875
4,10,1
4,15,6
6,10,2
6,15,1
7,10,1
7,15,1
10,13,6
10,15,6750
13,15,106
15,17,1
