community,size,direct_ratio,p2p_ratio,influence,log_influence,radius,rich_club,clustering,betweenness,tier1_ratio,tier2_ratio,organization
0,13085,0.0698752228163992,0.8894694847636024,227.43158128969304,5.431236911557842,0.0,1.0,0.6444444444444445,0.056929824561403504,0.0,0.0,RIPE
1,12256,0.6668760772563991,0.233363939496448,164.72016766252364,5.1103008653129685,8.86374543016104,0.0,0.3974358974358974,0.09903508771929827,0.0018766318537859008,0.00024477806788511747,ARIN
2,12732,0.0976224203302995,0.763209011561331,206.7033603488817,5.336111098211981,2.6272243432929665,1.0,0.7142857142857143,0.010263157894736842,0.000471253534401508,0.000471253534401508,LACNIC
3,10145,0.0773621458568995,0.6818530509289958,179.10292901137348,5.193528732805323,6.565123512246174,1.0,0.5777777777777777,0.02614035087719298,9.857072449482504e-05,9.857072449482504e-05,APNIC
4,42,0.1063829787234042,0.0319148936170212,1.1064809990329167,0.7450373786525416,129.42541101450263,0.7857142857142857,1.0,0.0,0.0,0.0,AFRINIC
5,192,0.0323886639676113,0.1417004048582996,1.8948683634210632,1.0629531715798086,120.64508019873314,0.5545454545454546,1.0,0.0,0.0,0.0,ARIN
6,21,0.0961538461538461,0.0192307692307692,0.696484274230835,0.5285811263035377,135.40358996958446,0.6222222222222222,1.0,0.0,0.0,0.0,RIPE
7,9,0.1666666666666666,0.0,0.2641691761422299,0.234446115609538,143.52713323433844,0.6222222222222222,1.0,0.0,0.0,0.0,RIPE
8,8,0.1,0.0,0.238363413363365,0.2138223126150434,144.09673001751034,0.319047619047619,0.0,0.0,0.0,0.0,ARIN
9,2,0.0,0.0,0.0262982091938439,0.0259965255951733,149.2841808534115,0.1595238095238095,0.0,0.0,0.0,0.0,APNIC
10,2500,0.0326662975559598,0.9196393261093097,53.35272356491807,3.995495444626355,39.65290597708908,1.0,0.75,0.02921052631578948,0.0,0.0,RIPE
11,4,0.0,0.0,0.0534168404807602,0.0520762009866616,148.56390151341174,0.4166666666666667,1.0,0.0,0.0,0.0,LACNIC
12,10,0.0,0.0588235294117647,0.1816353079497589,0.1669324845338373,145.39175282419973,0.4166666666666667,1.0,0.0,0.0,0.0,ARIN
13,166,0.0,0.2396449704142011,2.8054161832108604,1.336435657365657,113.09192697092828,0.7857142857142857,1.0,0.0,0.0,0.0,RIPE
14,5,0.0,0.0,0.1213073297407549,0.1145301981143506,146.83902100181763,0.1595238095238095,0.0,0.0,0.0,0.0,APNIC
15,7478,0.1406706859523378,0.6879447305094832,129.13384044432826,4.868563763743857,15.540141411242953,1.0,0.6,0.04421052631578948,0.0006686279753944905,0.0010698047606311847,RIPE
16,3,0.0,0.0,0.1031333518853562,0.0981901425885743,147.29030746274907,0.1595238095238095,0.0,0.0,0.0,0.0,RIPE
17,3,0.0,0.6666666666666666,3.917336184777456e-05,7.834365475129137e-05,150.0,0.319047619047619,0.0,0.0,0.0,0.0,RIPE
18,3,0.0,0.0,0.0512126221003265,0.0499816402342868,148.6217499648845,0.1595238095238095,0.0,0.0,0.0,0.0,APNIC
19,2,0.0,0.0,0.0449513838912548,0.0440078492545154,148.78673661290122,0.1595238095238095,0.0,0.0,0.0,0.0,RIPE
20,2,0.0,0.0,0.0262982091938439,0.0259965255951733,149.2841808534115,0.1595238095238095,0.0,0.0,0.0,0.0,RIPE
