source,target,count
0,1,31163
0,2,15
0,3,14730
0,4,18560
0,6,1
0,7,28985
0,9,3165
0,10,14
0,12,5
0,15,37
1,2,3
1,3,2834
1,4,9955
1,6,13
1,7,9854
1,8,4
1,9,305
1,10,1
1,15,20
1,19,1
2,4,6
2,7,1
3,4,2142
3,7,2964
3,9,149
3,10,2
3,15,10
4,5,1
4,6,5
4,7,5951
4,8,14
4,9,663
4,10,16
4,15,14
4,19,2
6,7,9
7,9,1653
7,10,7
7,15,5
7,19,1
